user_id,group_id
U00169,G0006
U00170,G0011
U00170,G0001
U00171,G0011
U00171,G0007
U00172,G0011
U00172,G0006
U00172,G0017
U00173,G0011
U00173,G0001
U00174,G0011
U00174,G0003
U00175,G0011
U00175,G0001
U00175,G0014
U00176,G0011
U00176,G0001
U00177,G0011
U00177,G0007
U00178,G0011
U00178,G0005
U00179,G0011
U00179,G0009
U00180,G0011
U00180,G0003
U00180,G0017
U00181,G0011
U00181,G0008
U00182,G0011
U00182,G0007
U00183,G0011
U00183,G0007
U00184,G0011
U00184,G0009
U00185,G0011
U00185,G0008
U00186,G0011
U00186,G0008
U00187,G0011
U00187,G0008
U00188,G0011
U00188,G0005
U00189,G0011
U00189,G0008
U00190,G0011
U00190,G0009
U00191,G0011
U00191,G0008
U00192,G0011
U00192,G0007
U00192,G0013
U00193,G0011
U00193,G0001
U00194,G0011
U00194,G0005
U00195,G0011
U00195,G0001
U00196,G0011
U00196,G0002
U00196,G0016
U00197,G0011
U00197,G0004
U00198,G0011
U00198,G0005
U00199,G0011
U00199,G0006
U00200,G0011
U00200,G0010
U00201,G0011
U00201,G0008
U00202,G0011
U00202,G0005
U00203,G0011
U00203,G0004
U00204,G0011
U00204,G0008
U00205,G0011
U00205,G0003
U00206,G0011
U00206,G0009
U00207,G0011
U00207,G0008
U00208,G0011
U00208,G0007
U00209,G0011
U00209,G0003
U00210,G0011
U00210,G0007
U00210,G0013
U00211,G0011
U00211,G0009
U00212,G0011
U00212,G0001
U00213,G0011
U00213,G0002
U00213,G0016
U00214,G0011
U00214,G0006
U00214,G0012
U00214,G0017
U00215,G0011
U00215,G0004
U00216,G0011
U00216,G0008
U00217,G0011
U00217,G0005
U00218,G0011
U00218,G0010
U00219,G0011
U00219,G0003
U00220,G0011
U00220,G0004
U00220,G0015
U00221,G0011
U00221,G0001
U00222,G0011
U00222,G0003
U00223,G0011
U00223,G0003
U00223,G0017
U00224,G0011
U00224,G0008
U00225,G0011
U00225,G0004
U00226,G0011
U00226,G0003
U00227,G0011
U00227,G0004
U00228,G0011
U00228,G0006
U00229,G0011
U00229,G0008
U00230,G0011
U00230,G0010
U00231,G0011
U00231,G0001
U00232,G0011
U00232,G0009
U00233,G0011
U00233,G0004
U00234,G0011
U00234,G0009
U00235,G0011
U00235,G0001
U00236,G0011
U00236,G0007
U00237,G0011
U00237,G0010
U00238,G0011
U00238,G0001
U00239,G0011
U00239,G0008
U00240,G0011
U00240,G0002
U00240,G0016
U00241,G0011
U00241,G0010
U00242,G0011
U00242,G0008
U00243,G0011
U00243,G0010
U00244,G0011
U00244,G0009
U00245,G0011
U00245,G0004
U00245,G0015
U00246,G0011
U00246,G0005
U00247,G0011
U00247,G0007
U00248,G0011
U00248,G0002
U00249,G0011
U00249,G0004
U00250,G0011
U00250,G0001
U00251,G0011
U00251,G0009
U00252,G0011
U00252,G0003
U00253,G0011
U00253,G0005
U00254,G0011
U00254,G0005
U00255,G0011
U00255,G0004
U00256,G0011
U00256,G0008
U00257,G0011
U00257,G0010
U00257,G0017
U00258,G0011
U00258,G0006
U00258,G0013
U00258,G0017
U00259,G0011
U00259,G0009
U00260,G0011
U00260,G0002
U00260,G0016
U00261,G0011
U00261,G0010
U00262,G0011
U00262,G0002
U00262,G0016
U00263,G0011
U00263,G0001
U00264,G0011
U00264,G0001
U00265,G0011
U00265,G0003
U00266,G0011
U00266,G0009
U00267,G0011
U00267,G0004
U00267,G0015
U00268,G0011
U00268,G0008
U00269,G0011
U00269,G0005
U00270,G0011
U00270,G0002
U00270,G0016
U00271,G0011
U00271,G0005
U00272,G0011
U00272,G0003
U00272,G0017
U00273,G0011
U00273,G0003
U00274,G0011
U00274,G0006
U00274,G0013
U00275,G0011
U00275,G0008
U00276,G0011
U00276,G0006
U00276,G0012
U00277,G0011
U00277,G0003
U00277,G0017
U00278,G0011
U00278,G0008
U00279,G0011
U00279,G0007
U00280,G0011
U00280,G0003
U00281,G0011
U00281,G0009
U00282,G0011
U00282,G0009
U00283,G0011
U00283,G0007
U00284,G0011
U00284,G0003
U00285,G0011
U00285,G0004
U00286,G0011
U00286,G0005
U00287,G0011
U00287,G0002
U00287,G0016
U00288,G0011
U00288,G0004
U00289,G0011
U00289,G0002
U00290,G0011
U00290,G0002
U00291,G0011
U00291,G0008
U00292,G0011
U00292,G0002
U00293,G0011
U00293,G0005
U00294,G0011
U00294,G0005
U00295,G0011
U00295,G0001
U00295,G0013
U00296,G0011
U00296,G0009
U00297,G0011
U00297,G0010
U00298,G0011
U00298,G0007
U00298,G0013
U00299,G0011
U00299,G0007
U00299,G0013
U00300,G0011
U00300,G0003
U00301,G0011
U00301,G0009
U00302,G0011
U00302,G0008
U00303,G0011
U00303,G0005
U00304,G0011
U00304,G0008
U00305,G0011
U00305,G0010
U00306,G0011
U00306,G0007
U00306,G0013
U00307,G0011
U00307,G0002
U00308,G0011
U00308,G0004
U00309,G0011
U00309,G0002
U00309,G0016
U00310,G0011
U00310,G0004
U00311,G0011
U00311,G0009
U00312,G0011
U00312,G0002
U00312,G0016
U00313,G0011
U00313,G0009
U00314,G0011
U00314,G0003
U00315,G0011
U00315,G0005
U00316,G0011
U00316,G0006
U00316,G0013
U00317,G0011
U00317,G0002
U00318,G0011
U00318,G0002
U00319,G0011
U00319,G0004
U00320,G0011
U00320,G0001
U00321,G0011
U00321,G0008
U00322,G0011
U00322,G0006
U00322,G0012
U00323,G0011
U00323,G0009
U00324,G0011
U00324,G0009
U00325,G0011
U00325,G0004
U00325,G0015
U00326,G0011
U00326,G0009
U00327,G0011
U00327,G0001
U00328,G0011
U00328,G0005
U00329,G0011
U00329,G0007
U00330,G0011
U00330,G0005
U00331,G0011
U00331,G0008
U00332,G0011
U00332,G0009
U00333,G0011
U00333,G0005
U00334,G0011
U00334,G0003
U00335,G0011
U00335,G0006
U00336,G0011
U00336,G0009
U00337,G0011
U00337,G0010
U00338,G0011
U00338,G0009
U00339,G0011
U00339,G0003
U00340,G0011
U00340,G0003
U00341,G0011
U00341,G0006
U00342,G0011
U00342,G0005
U00343,G0011
U00343,G0007
U00344,G0011
U00344,G0010
U00345,G0011
U00345,G0006
U00345,G0012
U00345,G0013
U00346,G0011
U00346,G0004
U00347,G0011
U00347,G0009
U00348,G0011
U00348,G0005
U00349,G0011
U00349,G0007
U00350,G0011
U00350,G0002
U00351,G0011
U00351,G0006
U00351,G0014
U00352,G0011
U00352,G0005
U00353,G0011
U00353,G0002
U00354,G0011
U00354,G0003
U00355,G0011
U00355,G0008
U00356,G0011
U00356,G0002
U00357,G0011
U00357,G0002
U00358,G0011
U00358,G0001
U00358,G0015
U00359,G0011
U00359,G0001
U00359,G0015
U00360,G0011
U00360,G0005
U00361,G0011
U00361,G0005
U00362,G0011
U00362,G0007
U00363,G0011
U00363,G0006
U00363,G0012
U00364,G0011
U00364,G0006
U00364,G0012
U00364,G0014
U00365,G0011
U00365,G0010
U00366,G0011
U00366,G0003
U00367,G0011
U00367,G0008
U00368,G0011
U00368,G0001
U00368,G0013
U00368,G0014
U00369,G0011
U00369,G0009
U00370,G0011
U00370,G0004
U00371,G0011
U00371,G0004
U00372,G0011
U00372,G0002
U00372,G0016
U00373,G0011
U00373,G0006
U00373,G0014
U00374,G0011
U00374,G0004
U00375,G0011
U00375,G0010
U00376,G0011
U00376,G0002
U00377,G0011
U00377,G0005
U00378,G0011
U00378,G0010
U00379,G0011
U00379,G0009
U00380,G0011
U00380,G0008
U00381,G0011
U00381,G0006
U00381,G0013
U00382,G0011
U00382,G0009
U00383,G0011
U00383,G0003
U00383,G0017
U00384,G0011
U00384,G0009
U00385,G0011
U00385,G0006
U00386,G0011
U00386,G0004
U00387,G0011
U00387,G0003
U00388,G0011
U00388,G0006
U00389,G0011
U00389,G0001
U00389,G0013
U00390,G0011
U00390,G0008
U00391,G0011
U00391,G0003
U00392,G0011
U00392,G0004
U00393,G0011
U00393,G0002
U00393,G0016
U00394,G0011
U00394,G0005
U00395,G0011
U00395,G0004
U00396,G0011
U00396,G0002
U00397,G0011
U00397,G0009
U00398,G0011
U00398,G0008
U00399,G0011
U00399,G0004
U00400,G0011
U00400,G0001
U00401,G0011
U00401,G0009
U00402,G0011
U00402,G0007
U00403,G0011
U00403,G0006
U00403,G0014
U00404,G0011
U00404,G0007
U00404,G0015
U00405,G0011
U00405,G0001
U00406,G0011
U00406,G0005
U00407,G0011
U00407,G0002
U00408,G0011
U00408,G0007
U00409,G0011
U00409,G0010
U00410,G0011
U00410,G0006
U00410,G0017
U00411,G0011
U00411,G0007
U00412,G0011
U00412,G0007
U00413,G0011
U00413,G0010
U00414,G0011
U00414,G0001
U00415,G0011
U00415,G0004
U00416,G0011
U00416,G0003
U00417,G0011
U00417,G0008
U00418,G0011
U00418,G0005
U00419,G0011
U00419,G0008
U00420,G0011
U00420,G0005
U00421,G0011
U00421,G0010
U00422,G0011
U00422,G0008
U00423,G0011
U00423,G0001
U00424,G0011
U00424,G0010
U00425,G0011
U00425,G0010
U00426,G0011
U00426,G0001
U00426,G0013
U00427,G0011
U00427,G0004
U00428,G0011
U00428,G0010
U00429,G0011
U00429,G0009
U00430,G0011
U00430,G0005
U00431,G0011
U00431,G0006
U00431,G0013
U00432,G0011
U00432,G0001
U00432,G0015
U00433,G0011
U00433,G0006
U00433,G0013
U00434,G0011
U00434,G0007
U00435,G0011
U00435,G0004
U00436,G0011
U00436,G0004
U00436,G0015
U00437,G0011
U00437,G0009
U00438,G0011
U00438,G0005
U00439,G0011
U00439,G0003
U00440,G0011
U00440,G0004
U00441,G0011
U00441,G0005
U00442,G0011
U00442,G0003
U00443,G0011
U00443,G0006
U00443,G0017
U00444,G0011
U00444,G0009
U00445,G0011
U00445,G0008
U00446,G0011
U00446,G0003
U00447,G0011
U00447,G0005
U00448,G0011
U00448,G0006
U00448,G0012
U00449,G0011
U00449,G0007
U00449,G0015
U00450,G0011
U00450,G0008
U00451,G0011
U00451,G0005
U00452,G0011
U00452,G0004
U00453,G0011
U00453,G0007
U00454,G0011
U00454,G0002
U00454,G0016
U00455,G0011
U00455,G0007
U00456,G0011
U00456,G0009
U00457,G0011
U00457,G0008
U00458,G0011
U00458,G0005
U00459,G0011
U00459,G0009
U00460,G0011
U00460,G0006
U00461,G0011
U00461,G0006
U00461,G0012
U00462,G0011
U00462,G0009
U00463,G0011
U00463,G0002
U00463,G0016
U00464,G0011
U00464,G0008
U00465,G0011
U00465,G0007
U00466,G0011
U00466,G0006
U00467,G0011
U00467,G0001
U00468,G0011
U00468,G0008
U00469,G0011
U00469,G0003
U00470,G0011
U00470,G0009
U00471,G0011
U00471,G0008
U00472,G0011
U00472,G0004
U00473,G0011
U00473,G0005
U00474,G0011
U00474,G0001
U00475,G0011
U00475,G0005
U00476,G0011
U00476,G0001
U00477,G0011
U00477,G0010
U00478,G0011
U00478,G0007
U00479,G0011
U00479,G0003
U00480,G0011
U00480,G0009
U00481,G0011
U00481,G0001
U00481,G0014
U00482,G0011
U00482,G0006
U00483,G0011
U00483,G0002
U00483,G0016
U00484,G0011
U00484,G0001
U00485,G0011
U00485,G0003
U00486,G0011
U00486,G0003
U00487,G0011
U00487,G0008
U00488,G0011
U00488,G0009
U00489,G0011
U00489,G0008
U00490,G0011
U00490,G0008
U00491,G0011
U00491,G0006
U00491,G0013
U00492,G0011
U00492,G0004
U00493,G0011
U00493,G0003
U00494,G0011
U00494,G0010
U00495,G0011
U00495,G0006
U00495,G0017
U00496,G0011
U00496,G0006
U00497,G0011
U00497,G0001
U00497,G0013
U00497,G0015
U00498,G0011
U00498,G0005
U00499,G0011
U00499,G0007
U00500,G0011
U00500,G0005
U00501,G0011
U00501,G0007
U00501,G0013
U00502,G0011
U00502,G0009
U00503,G0011
U00503,G0001
U00503,G0015
U00504,G0011
U00504,G0010
U00505,G0011
U00505,G0009
U00506,G0011
U00506,G0005
U00507,G0011
U00507,G0008
U00508,G0011
U00508,G0001
U00509,G0011
U00509,G0004
U00509,G0015
U00510,G0011
U00510,G0002
U00511,G0011
U00511,G0007
U00512,G0011
U00512,G0009
U00513,G0011
U00513,G0007
U00514,G0011
U00514,G0008
U00515,G0011
U00515,G0002
U00516,G0011
U00516,G0010
U00517,G0011
U00517,G0002
U00517,G0016
U00518,G0011
U00518,G0006
U00518,G0014
U00519,G0011
U00519,G0007
U00519,G0013
U00520,G0011
U00520,G0009
U00521,G0011
U00521,G0010
U00522,G0011
U00522,G0006
U00523,G0011
U00523,G0006
U00523,G0014
U00523,G0017
U00524,G0011
U00524,G0005
U00525,G0011
U00525,G0006
U00526,G0011
U00526,G0007
U00526,G0015
U00527,G0011
U00527,G0007
U00528,G0011
U00528,G0006
U00528,G0013
U00529,G0011
U00529,G0005
U00530,G0011
U00530,G0002
U00530,G0016
U00531,G0011
U00531,G0001
U00532,G0011
U00532,G0005
U00533,G0011
U00533,G0004
U00534,G0011
U00534,G0007
U00535,G0011
U00535,G0010
U00536,G0011
U00536,G0008
U00537,G0011
U00537,G0009
U00538,G0011
U00538,G0006
U00538,G0012
U00539,G0011
U00539,G0010
U00539,G0017
U00540,G0011
U00540,G0010
U00541,G0011
U00541,G0002
U00541,G0016
U00542,G0011
U00542,G0007
U00543,G0011
U00543,G0006
U00544,G0011
U00544,G0010
U00544,G0017
U00545,G0011
U00545,G0006
U00546,G0011
U00546,G0001
U00547,G0011
U00547,G0003
U00548,G0011
U00548,G0002
U00549,G0011
U00549,G0003
U00550,G0011
U00550,G0001
U00551,G0011
U00551,G0008
U00552,G0011
U00552,G0005
U00553,G0011
U00553,G0007
U00553,G0013
U00554,G0011
U00554,G0010
U00555,G0011
U00555,G0007
U00556,G0011
U00556,G0005
U00557,G0011
U00557,G0003
U00558,G0011
U00558,G0008
U00559,G0011
U00559,G0006
U00559,G0014
U00560,G0011
U00560,G0008
U00561,G0011
U00561,G0001
U00561,G0013
U00562,G0011
U00562,G0002
U00562,G0016
U00563,G0011
U00563,G0002
U00564,G0011
U00564,G0007
U00564,G0013
U00565,G0011
U00565,G0006
U00566,G0011
U00566,G0004
U00567,G0011
U00567,G0004
U00568,G0011
U00568,G0007
U00568,G0013
U00569,G0011
U00569,G0010
U00570,G0011
U00570,G0010
U00571,G0011
U00571,G0005
U00572,G0011
U00572,G0007
U00573,G0011
U00573,G0001
U00573,G0014
U00574,G0011
U00574,G0010
U00574,G0017
U00575,G0011
U00575,G0001
U00576,G0011
U00576,G0004
U00577,G0011
U00577,G0008
U00578,G0011
U00578,G0010
U00579,G0011
U00579,G0002
U00580,G0011
U00580,G0007
U00580,G0013
U00581,G0011
U00581,G0002
U00581,G0016
U00582,G0011
U00582,G0001
U00583,G0011
U00583,G0005
U00584,G0011
U00584,G0006
U00584,G0017
U00585,G0011
U00585,G0003
U00586,G0011
U00586,G0010
U00587,G0011
U00587,G0007
U00588,G0011
U00588,G0005
U00589,G0011
U00589,G0005
U00590,G0011
U00590,G0005
U00591,G0011
U00591,G0002
U00592,G0011
U00592,G0007
U00593,G0011
U00593,G0008
U00594,G0011
U00594,G0005
U00595,G0011
U00595,G0005
U00596,G0011
U00596,G0010
U00597,G0011
U00597,G0007
U00597,G0015
U00598,G0011
U00598,G0003
U00599,G0011
U00599,G0001
U00600,G0011
U00600,G0009
U00601,G0011
U00601,G0007
U00601,G0013
U00602,G0011
U00602,G0007
U00602,G0013
U00603,G0011
U00603,G0003
U00604,G0011
U00604,G0002
U00605,G0011
U00605,G0005
U00606,G0011
U00606,G0008
U00607,G0011
U00607,G0003
U00608,G0011
U00608,G0006
U00609,G0011
U00609,G0010
U00610,G0011
U00610,G0003
U00610,G0017
U00611,G0011
U00611,G0003
U00612,G0011
U00612,G0003
U00613,G0011
U00613,G0010
U00613,G0017
U00614,G0011
U00614,G0006
U00615,G0011
U00615,G0010
U00616,G0011
U00616,G0010
U00617,G0011
U00617,G0005
U00618,G0011
U00618,G0001
U00619,G0011
U00619,G0004
U00620,G0011
U00620,G0006
U00620,G0012
U00621,G0011
U00621,G0004
U00622,G0011
U00622,G0001
U00623,G0011
U00623,G0010
U00624,G0011
U00624,G0004
U00625,G0011
U00625,G0007
U00626,G0011
U00626,G0010
U00627,G0011
U00627,G0006
U00628,G0011
U00628,G0007
U00629,G0011
U00629,G0001
U00629,G0015
U00630,G0011
U00630,G0007
U00631,G0011
U00631,G0009
U00632,G0011
U00632,G0010
U00633,G0011
U00633,G0001
U00634,G0011
U00634,G0003
U00635,G0011
U00635,G0001
U00635,G0015
U00636,G0011
U00636,G0010
U00637,G0011
U00637,G0003
U00637,G0017
U00638,G0011
U00638,G0006
U00638,G0014
U00639,G0011
U00639,G0005
U00640,G0011
U00640,G0007
U00640,G0013
U00641,G0011
U00641,G0009
U00642,G0011
U00642,G0004
U00643,G0011
U00643,G0008
U00644,G0011
U00644,G0003
U00644,G0017
U00645,G0011
U00645,G0002
U00646,G0011
U00646,G0002
U00646,G0016
U00647,G0011
U00647,G0004
U00648,G0011
U00648,G0006
U00648,G0012
U00649,G0011
U00649,G0008
U00650,G0011
U00650,G0009
U00651,G0011
U00651,G0006
U00652,G0011
U00652,G0005
U00653,G0011
U00653,G0002
U00653,G0016
U00654,G0011
U00654,G0010
U00655,G0011
U00655,G0004
U00655,G0015
U00656,G0011
U00656,G0008
U00657,G0011
U00657,G0007
U00657,G0013
U00658,G0011
U00658,G0010
U00659,G0011
U00659,G0010
U00660,G0011
U00660,G0008
U00661,G0011
U00661,G0007
U00662,G0011
U00662,G0002
U00662,G0016
U00663,G0011
U00663,G0001
U00664,G0011
U00664,G0006
U00664,G0014
U00665,G0011
U00665,G0008
U00666,G0011
U00666,G0008
U00667,G0011
U00667,G0003
U00668,G0011
U00668,G0006
U00668,G0013
U00669,G0011
U00669,G0009
U00670,G0011
U00670,G0001
U00671,G0011
U00671,G0004
U00672,G0011
U00672,G0010
U00673,G0011
U00673,G0002
U00674,G0011
U00674,G0004
U00675,G0011
U00675,G0005
U00676,G0011
U00676,G0007
U00677,G0011
U00677,G0003
U00677,G0017
U00678,G0011
U00678,G0008
U00679,G0011
U00679,G0003
U00680,G0011
U00680,G0004
U00681,G0011
U00681,G0006
U00682,G0011
U00682,G0001
U00682,G0013
U00683,G0011
U00683,G0008
U00684,G0011
U00684,G0007
U00684,G0013
U00685,G0011
U00685,G0009
U00686,G0011
U00686,G0003
U00687,G0011
U00687,G0004
U00688,G0011
U00688,G0009
U00689,G0011
U00689,G0001
U00690,G0011
U00690,G0005
U00691,G0011
U00691,G0005
U00692,G0011
U00692,G0005
U00693,G0011
U00693,G0005
U00694,G0011
U00694,G0008
U00695,G0011
U00695,G0002
U00696,G0011
U00696,G0009
U00697,G0011
U00697,G0009
U00698,G0011
U00698,G0002
U00699,G0011
U00699,G0010
U00700,G0011
U00700,G0003
U00701,G0011
U00701,G0001
U00702,G0011
U00702,G0004
U00703,G0011
U00703,G0008
U00704,G0011
U00704,G0009
U00705,G0011
U00705,G0007
U00706,G0011
U00706,G0009
U00707,G0011
U00707,G0003
U00708,G0011
U00708,G0009
U00709,G0011
U00709,G0007
U00710,G0011
U00710,G0002
U00711,G0011
U00711,G0002
U00711,G0016
U00712,G0011
U00712,G0003
U00713,G0011
U00713,G0001
U00714,G0011
U00714,G0003
U00715,G0011
U00715,G0010
U00715,G0017
U00716,G0011
U00716,G0003
U00716,G0017
U00717,G0011
U00717,G0007
U00718,G0011
U00718,G0010
U00719,G0011
U00719,G0003
U00720,G0011
U00720,G0007
U00720,G0015
U00721,G0011
U00721,G0005
U00722,G0011
U00722,G0003
U00723,G0011
U00723,G0010
U00723,G0017
U00724,G0011
U00724,G0007
U00724,G0013
U00725,G0011
U00725,G0005
U00726,G0011
U00726,G0009
U00727,G0011
U00727,G0010
U00728,G0011
U00728,G0008
U00729,G0011
U00729,G0009
U00730,G0011
U00730,G0004
U00731,G0011
U00731,G0004
U00732,G0011
U00732,G0003
U00733,G0011
U00733,G0007
U00734,G0011
U00734,G0009
U00735,G0011
U00735,G0007
U00735,G0013
U00736,G0011
U00736,G0006
U00737,G0011
U00737,G0008
U00738,G0011
U00738,G0002
U00738,G0016
U00739,G0011
U00739,G0004
U00740,G0011
U00740,G0008
U00741,G0011
U00741,G0001
U00741,G0015
U00742,G0011
U00742,G0010
U00743,G0011
U00743,G0002
U00744,G0011
U00744,G0008
U00745,G0011
U00745,G0007
U00746,G0011
U00746,G0009
U00747,G0011
U00747,G0008
U00748,G0011
U00748,G0006
U00749,G0011
U00749,G0008
U00750,G0011
U00750,G0004
U00751,G0011
U00751,G0006
U00752,G0011
U00752,G0010
U00753,G0011
U00753,G0001
U00753,G0015
U00754,G0011
U00754,G0004
U00755,G0011
U00755,G0001
U00756,G0011
U00756,G0006
U00756,G0017
U00757,G0011
U00757,G0008
U00758,G0011
U00758,G0001
U00758,G0013
U00759,G0011
U00759,G0006
U00760,G0011
U00760,G0005
U00761,G0011
U00761,G0008
U00762,G0011
U00762,G0003
U00762,G0017
U00763,G0011
U00763,G0002
U00764,G0011
U00764,G0001
U00765,G0011
U00765,G0005
U00766,G0011
U00766,G0005
U00767,G0011
U00767,G0010
U00768,G0011
U00768,G0005
U00769,G0011
U00769,G0002
U00770,G0011
U00770,G0007
U00771,G0011
U00771,G0001
U00772,G0011
U00772,G0004
U00773,G0011
U00773,G0007
U00774,G0011
U00774,G0003
U00775,G0011
U00775,G0006
U00775,G0012
U00775,G0018
U00776,G0011
U00776,G0005
U00777,G0011
U00777,G0010
U00777,G0017
U00778,G0011
U00778,G0003
U00779,G0011
U00779,G0010
U00780,G0011
U00780,G0007
U00781,G0011
U00781,G0008
U00782,G0011
U00782,G0002
U00782,G0016
U00783,G0011
U00783,G0001
U00784,G0011
U00784,G0008
U00785,G0011
U00785,G0005
